作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Authoritative,Professionalism,HighProfile,Sensational,Group,Type_Influencer,Gender,Education,Age,NativeLanguage,Experience_AI,Familiarity_1,Familiarity_2,Familiarity_3,Cuteness_1,Cuteness_2,Cuteness_3,Popularity_1,Popularity_2,Popularity_3,Reputation_1,Reputation_2,Reputation_3,Professionalism_1,Professionalism_2,Professionalism_3,Relevance_1,Relevance_2,Relevance_3,Relevance_4,Relevance_5,Relevance_6,Relevance_7,Relevance_8,Relevance_9,Persuasiveness_1,Persuasiveness_2,Persuasiveness_3,Persuasiveness_4,Persuasiveness_5,Persuasiveness_6,Persuasiveness_7,Persuasiveness_8,Persuasiveness_9,Excitement_1,Excitement_2,Excitement_3,Excitement_4,Excitement_5,Excitement_6,Excitement_7,Excitement_8,Excitement_9,Referencing_1,Referencing_2,Referencing_3,Referencing_4,Referencing_5,TargetingGap_1,TargetingGap_2,TargetingGap_3,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1,DemonstrativeGap_2,DemonstrativeGap_3,DemonstrativeGap_4,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Engagement_Info1,Engagement_Info2,Engagement_Info3,Engagement_Emotion1,Engagement_Emotion2,Engagement_Emotion3,Engagement_Behaviour1,Engagement_Behaviour2,Engagement_Behaviour3,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,filter_$
Xy43q3gxRqd,qM60N1PL,2025-01-07 13:53:03,2025-01-07 14:02:47,584,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,117.41.131.112,115.8230210,28.6863370,江西省,南昌市,COMPUTER,Windows,Chrome,1280px*720px,1,0,1,0,11,3,2,4,2,1,3,4,3,3,3,3,4,3,4,4,4,3,5,3,4,4,3,2,4,2,2,3,2,3,3,4,4,5,5,3,5,4,4,4,4,4,5,4,3,4,4,4,3,3,4,4,5,3,4,3,4,4,3,1,2,3,2,2,3,4,4,3,5,3,4,4,3,4,4,4,5,4,11,11,17226.2,74936.8,34621.6,0
mNVJKwVpmAx,kMrONZ07,2025-01-07 12:03:12,2025-01-07 12:20:07,1015,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,117.174.121.95,104.0781105,30.6602396,四川省,成都市,COMPUTER,Windows,Chrome,3440px*1440px,1,0,1,0,11,3,2,4,4,1,3,5,4,5,4,5,5,5,5,4,4,4,5,4,5,4,5,4,5,5,5,4,5,4,5,5,4,5,4,4,5,4,5,5,5,5,5,4,5,5,4,5,4,4,4,5,4,5,2,1,2,2,1,1,2,1,1,2,2,5,2,1,2,5,5,4,4,5,5,5,4,5,11,11,89598.5,70176.5,34019.3,0
Xy4KXv8JQZO,xModpER7,2025-01-07 11:26:30,2025-01-07 11:41:11,881,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,223.73.160.55,114.6973192,23.7419171,广东省,河源市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,1,0,11,3,2,3,4,1,3,2,1,2,4,5,4,5,4,5,1,2,1,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,2,1,2,1,1,1,2,1,2,1,2,5,2,1,2,5,4,5,4,5,4,5,4,5,11,11,43799.9,124902.3,29350.6,0
vwk2rwm2wNn,xLVoJOle,2025-01-07 11:15:40,2025-01-07 11:24:01,501,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,223.157.182.171,111.9982285,27.7304745,湖南省,娄底市,COMPUTER,Windows,Chrome,1600px*900px,1,0,1,0,11,3,1,5,2,1,3,3,3,2,2,2,2,3,2,4,2,2,4,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,2,2,4,2,2,2,2,2,2,3,2,2,2,2,4,4,4,4,4,2,3,2,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,11,11,54563.3,22797.1,25761.5,0
WQ2KOkb6q5r,8MZJmD1M,2025-01-07 10:57:27,2025-01-07 11:06:44,557,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,180.143.233.125,110.8985500,24.5992110,广西壮族自治区,桂林市,COMPUTER,Windows,Chrome,1440px*900px,1,0,1,0,11,3,1,4,4,1,2,3,3,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,5,4,2,2,2,2,2,1,1,1,1,1,2,4,2,2,2,4,4,5,4,4,4,4,4,4,11,11,60231.6,28678.4,31394.7,0
bo3K3OzAWNR,xMoEkWOL,2025-01-07 10:46:05,2025-01-07 10:57:30,685,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,171.34.216.182,115.8861200,28.6826540,江西省,南昌市,COMPUTER,Windows,Chrome,1536px*864px,1,0,1,0,11,3,1,4,2,1,3,1,1,2,2,2,1,2,3,3,2,3,2,3,3,3,2,2,1,2,2,2,1,1,1,3,3,3,2,2,2,3,3,3,2,2,3,2,1,3,3,2,2,4,4,3,3,3,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,1,3,1,2,2,2,1,2,1,11,11,39568.3,38788.8,25786.9,0
mNVXpgkZw6g,qM6j858M,2025-01-07 10:39:45,2025-01-07 10:49:07,562,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,116.26.102.83,116.7166793,23.3721709,广东省,汕头市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,0,11,3,1,3,4,1,3,5,4,5,3,4,5,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,5,4,5,1,2,1,1,2,1,2,1,2,1,1,4,1,2,1,5,4,5,5,4,5,5,4,5,11,11,44618.7,20286.4,24887.5,0
Xy4Ka4EQdKB,5M2AB4ae,2025-01-07 10:29:12,2025-01-07 10:43:54,882,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,27.200.61.225,116.7647720,36.1876130,山东省,泰安市,COMPUTER,Windows,Chrome,1366px*768px,1,0,1,0,11,3,1,4,4,1,3,2,1,2,3,2,2,3,4,4,3,2,4,3,3,3,3,2,2,3,2,1,1,2,1,3,4,4,3,3,4,3,3,3,2,2,4,3,2,5,4,3,3,4,4,5,4,5,3,4,4,4,3,1,1,2,2,3,4,4,4,4,5,3,4,3,2,3,3,4,3,3,11,11,21058.9,16245,26359.2,0
nZo3wvJ50X2,me38mW9M,2025-01-07 10:29:46,2025-01-07 10:41:14,688,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,112.27.66.176,117.0345372,32.6474101,安徽省,淮南市,COMPUTER,Windows,Chrome,1280px*1024px,1,0,1,0,11,3,2,5,2,1,3,3,3,2,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,5,4,4,4,4,5,5,4,3,3,4,4,4,5,4,4,4,5,4,4,3,3,3,4,3,2,3,2,2,2,1,1,1,2,2,2,5,2,2,2,4,4,4,4,4,5,4,4,4,11,11,80491.5,31483.2,27999.9,0
vwk24ODW8JN,nePxZJre,2025-01-07 10:26:11,2025-01-07 10:39:22,791,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,218.30.113.34,116.3004130,40.0519170,北京市,市辖区,COMPUTER,Windows,Chrome,1280px*720px,1,0,1,0,11,3,2,5,2,1,3,1,1,1,1,1,1,4,3,2,1,3,3,3,3,3,3,2,1,2,2,2,1,1,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,4,3,2,2,2,5,4,5,5,5,3,4,4,4,4,5,4,5,4,5,1,3,1,1,1,1,1,1,1,11,11,41063.7,99456.9,26814.1,0
bo3KVzVA3Vn,z7AqzX67,2025-01-07 10:02:36,2025-01-07 10:10:36,480,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,120.208.64.134,113.1153846,36.1906515,山西省,长治市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,1,0,11,3,2,4,3,1,3,3,4,4,3,4,4,5,4,4,3,3,5,3,3,4,4,4,5,3,3,4,3,5,3,4,4,3,4,4,3,3,4,4,5,4,5,5,5,5,5,4,4,4,4,3,3,3,4,3,4,3,3,2,2,1,1,3,2,4,3,2,2,4,3,5,3,5,5,4,5,4,11,11,54655.4,37227.5,23439,0
vwk2jAzZZnQ,JekV43wL,2025-01-07 09:57:42,2025-01-07 10:08:48,666,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,60.190.56.12,121.5649706,29.8707641,浙江省,宁波市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,1,0,11,3,2,5,4,1,3,4,4,4,3,4,4,4,4,4,3,3,5,5,5,5,4,4,4,3,3,3,3,2,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,4,5,4,5,4,4,4,4,4,3,4,4,3,1,2,2,1,2,3,3,4,4,4,4,4,4,5,5,4,4,4,4,11,11,95049.3,75740.2,51133.2,0
mNVXy0wn8nO,aMgqooyL,2025-01-07 09:56:17,2025-01-07 10:08:47,750,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,223.104.194.86,120.4615850,36.0973710,山东省,青岛市,COMPUTER,Windows,Chrome,1707px*1067px,1,0,1,0,11,3,2,5,2,1,3,1,2,1,1,1,2,2,3,2,2,2,4,3,3,4,4,3,2,3,4,2,1,2,2,2,2,3,2,2,1,1,2,1,2,3,4,2,2,4,4,3,3,4,4,3,2,2,4,4,5,4,3,1,3,2,2,3,4,5,4,4,5,2,4,4,2,4,3,2,3,2,11,11,56009.3,31744.8,50228.9,0
mNVX33YXPgx,p7YpbRwM,2025-01-07 09:58:51,2025-01-07 10:05:56,425,1,YBrAji,消费者性格与AI视频广告研究虚拟组（主研究-Study2）,59.56.230.154,118.4790340,24.7029360,福建省,泉州市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,0,11,3,2,5,4,1,3,2,1,2,4,5,5,4,4,5,5,3,4,5,4,4,4,5,5,3,4,4,5,4,5,5,3,4,4,5,3,4,4,5,4,4,5,4,5,3,4,4,5,4,5,5,3,4,1,2,2,5,2,1,2,1,3,1,2,4,5,5,4,4,5,5,4,5,4,5,5,4,11,11,13510.3,12717.4,29653,0
bo30jNVaRaJ,5M2BBRDM,2025-01-07 20:07:11,2025-01-07 20:15:33,502,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,115.156.142.212,114.3215364,30.5673932,湖北省,武汉市,COMPUTER,Windows,WeChat,1561px*879px,1,0,1,1,12,1,1,5,3,1,3,5,5,5,4,2,4,4,4,4,5,5,5,4,4,4,3,3,2,2,2,3,3,1,1,3,2,2,4,4,3,2,3,3,3,3,4,4,3,4,4,3,4,2,2,3,3,3,3,4,3,3,3,3,2,2,2,3,4,4,4,4,4,4,3,4,4,3,3,3,2,2,12,12,28521.8,27894,30585.8,1
g9036yamBVl,Ke5DY90L,2025-01-07 18:44:46,2025-01-07 18:59:13,867,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,123.186.39.59,123.0030316,41.1100082,辽宁省,鞍山市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,1,1,4,4,1,3,5,4,4,5,4,5,5,4,4,5,5,4,5,4,4,4,5,5,4,5,4,4,5,4,5,5,4,5,4,4,5,4,5,5,4,4,5,5,4,5,4,5,5,4,5,5,4,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,4,5,5,5,4,4,5,4,5,12,12,36131.9,28049.1,43920.5,1
bo34K30y10N,J7BAWKnM,2025-01-07 15:29:25,2025-01-07 15:54:02,1477,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,111.42.148.183,126.6320830,45.7470850,黑龙江省,哈尔滨市,COMPUTER,Windows,Chrome,1920px*1200px,1,0,1,1,12,1,2,5,2,1,3,5,5,5,2,2,4,5,4,4,5,5,5,4,4,5,4,5,4,4,4,5,5,5,5,4,4,5,5,5,4,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,4,5,1,1,2,2,2,1,1,1,2,4,2,5,2,2,2,4,5,5,4,5,5,5,5,5,12,12,18479.7,14699.4,25385.1,1
NPXNl0m4ypW,kM1dzOne,2025-01-07 13:56:00,2025-01-07 14:06:56,656,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,171.9.75.220,114.2989576,35.7477586,河南省,鹤壁市,COMPUTER,Windows,Firefox,1366px*768px,1,0,1,1,12,1,2,2,5,1,3,5,5,4,4,4,5,5,4,4,5,5,5,4,5,5,4,3,5,3,4,4,3,4,2,4,3,2,4,3,4,5,4,4,4,4,5,4,4,5,5,4,4,4,5,4,4,5,4,2,3,4,4,2,1,1,2,3,2,5,4,5,5,4,4,5,4,3,4,3,5,3,12,12,64775,49448,36237,1
mNVJBgGB1mg,p7Y39O0e,2025-01-07 13:26:14,2025-01-07 13:38:59,765,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,117.162.193.216,114.9434710,27.8051591,江西省,新余市,COMPUTER,Windows,Firefox,1366px*768px,1,0,1,1,12,1,1,4,5,1,2,4,4,3,4,4,5,5,4,5,5,5,5,5,5,5,3,3,4,3,2,2,2,2,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,3,2,3,2,3,2,2,2,2,2,2,3,3,4,3,2,3,3,2,3,4,3,3,2,12,12,96686,68233,34551,1
Q1kz0y6dXdY,DMxoE1ne,2025-01-07 13:14:42,2025-01-07 13:27:00,738,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,110.240.119.66,114.4774660,38.0655020,河北省,石家庄市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,1,2,5,3,1,3,5,5,4,2,2,4,5,4,5,5,5,4,5,4,5,4,4,5,5,4,5,3,4,3,5,4,4,5,3,3,5,4,4,3,3,5,4,4,5,4,4,5,4,5,4,5,4,2,2,1,1,1,1,1,2,2,1,2,2,1,1,2,4,5,5,3,4,3,4,5,5,12,12,46520.6,67210.9,28125.8,1
vwkmo0PXGD3,KLO4PPAe,2025-01-07 11:39:56,2025-01-07 12:07:27,1651,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,123.185.123.55,121.6221875,38.9064088,辽宁省,大连市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,1,2,4,2,1,3,5,4,4,2,1,4,5,4,4,5,5,4,4,5,5,4,4,5,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,4,4,5,5,5,3,4,4,3,4,5,4,4,3,1,2,2,2,2,1,2,2,1,1,1,4,1,2,2,4,5,5,4,5,5,4,5,4,12,12,75390.5,14868.5,26053.4,1
mNVJOPJn014,8MZkOvr7,2025-01-07 11:38:16,2025-01-07 11:45:44,448,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,218.89.147.4,106.6438741,30.4727652,四川省,广安市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,1,1,12,1,2,4,2,1,3,5,5,5,3,4,4,5,5,4,5,5,5,4,4,5,3,4,5,4,4,4,5,5,5,4,4,4,5,5,5,4,4,4,5,5,5,5,4,4,5,4,4,4,4,3,4,4,1,1,1,1,2,2,2,2,1,1,2,3,2,2,2,4,4,5,5,5,4,4,4,5,12,12,36280.7,21099.5,37619.8,1
mNVXGzwGDNA,yevdp8A7,2025-01-07 11:23:40,2025-01-07 11:34:51,671,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,144.0.141.218,115.4530750,35.2448090,山东省,菏泽市,COMPUTER,Windows,Chrome,1280px*720px,1,0,1,1,12,1,2,4,2,1,3,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,5,5,5,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,3,4,4,2,2,3,2,4,2,2,2,2,2,2,4,3,2,2,4,4,4,3,3,4,3,4,4,12,12,20323.4,24100.2,42364.4,1
Xy4KNp6gA1G,8MZw85j7,2025-01-07 10:58:43,2025-01-07 11:07:59,556,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,171.89.34.167,102.2029674,27.9029669,四川省,凉山彝族自治州,COMPUTER,Windows,Chrome,1440px*900px,1,0,1,1,12,1,2,4,3,1,3,4,3,4,3,4,3,3,4,4,3,4,4,4,3,3,4,5,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,5,5,4,5,4,4,4,5,4,4,2,2,1,2,2,2,1,2,2,2,2,5,3,3,2,4,5,4,4,4,5,4,4,5,12,12,80163.6,61347,27286.4,1
vwk2krdJNYN,z7lZKWRe,2025-01-07 10:46:02,2025-01-07 10:59:26,804,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,180.111.84.182,118.9342130,31.9376730,江苏省,南京市,COMPUTER,Windows,Chrome,1549px*872px,1,0,1,1,12,1,2,5,3,1,3,4,5,4,3,4,5,5,4,5,5,5,5,5,5,5,4,3,5,3,4,2,3,2,3,3,2,2,4,4,4,5,4,4,4,4,5,3,3,4,2,3,4,4,4,5,4,4,1,1,2,1,2,2,1,2,3,1,2,2,2,1,2,4,5,4,4,4,4,4,3,3,12,12,147269.8,108303.1,37764.3,1
NPXKXDbW6Ev,kM1332kL,2025-01-07 10:44:50,2025-01-07 10:53:22,512,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,111.42.234.5,126.6520214,45.7572300,黑龙江省,哈尔滨市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,1,1,5,4,1,3,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,5,4,5,4,4,5,4,5,4,5,5,4,5,4,4,5,4,5,5,4,2,1,2,2,1,2,1,1,2,1,2,5,2,1,2,5,4,5,4,4,5,4,5,4,12,12,39345.4,20179.3,44867.2,1
Q1kKgnKVJOB,9LQ9YpQL,2025-01-07 10:28:00,2025-01-07 10:44:09,969,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,58.20.245.185,112.3736626,28.5714681,湖南省,益阳市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,1,1,4,2,1,3,5,5,5,2,2,4,4,5,4,5,4,4,1,1,1,4,4,5,4,5,5,4,4,4,5,4,4,5,5,4,4,2,3,4,5,4,5,5,5,4,4,4,2,2,4,4,4,2,2,2,2,2,1,3,1,1,2,2,2,1,2,2,4,4,5,5,4,5,4,5,5,12,12,19541.4,15254.2,33114.8,1
g90K3Exv36y,2Md3xXWe,2025-01-07 10:29:32,2025-01-07 10:37:54,502,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,39.174.146.160,120.1170930,30.2655250,浙江省,杭州市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,1,1,5,3,1,3,2,2,2,2,1,2,3,3,2,4,4,4,4,4,4,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,1,2,2,1,1,1,1,1,12,12,41809.1,44374.9,29058.8,1
bo3KKOKbmqJ,DMxWrWQe,2025-01-07 10:09:36,2025-01-07 10:28:03,1107,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,1.204.138.161,106.7144322,26.5785787,贵州省,贵阳市,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,1,2,5,4,1,3,4,5,4,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,4,4,4,5,4,5,4,4,4,5,4,5,5,4,4,4,5,5,5,4,5,4,4,5,4,4,4,5,4,2,2,1,2,2,2,2,2,1,2,2,4,2,2,2,4,5,5,4,4,5,3,4,4,12,12,59064.9,55775.6,38187.4,1
mNVXXgwaxzO,z7l58n5L,2025-01-07 10:16:22,2025-01-07 10:27:04,642,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,111.9.226.183,105.5815691,30.5140330,四川省,遂宁市,COMPUTER,Windows,Chrome,2560px*1440px,1,0,1,1,12,1,1,4,2,1,3,4,4,4,3,2,4,4,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,3,4,4,4,4,5,5,5,4,5,4,4,5,4,4,5,5,5,4,4,3,3,4,5,4,2,2,1,2,2,2,2,3,1,2,2,3,2,2,2,4,5,4,4,5,4,4,5,4,12,12,61769.1,14035.9,38293.2,1
vwk2Q964r2A,o7jg10zL,2025-01-07 10:06:40,2025-01-07 10:15:50,550,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,223.95.21.144,120.5876863,29.9929493,浙江省,绍兴市,COMPUTER,Windows,WeChat,1920px*1080px,1,0,1,1,12,1,2,4,4,1,3,5,5,4,4,4,5,5,4,4,5,4,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,3,5,4,4,5,5,5,4,5,5,4,4,4,5,5,4,4,4,5,5,5,2,1,2,2,2,2,1,1,2,2,2,5,2,1,2,4,4,5,4,5,5,4,5,5,12,12,60655.7,71208.4,31230.9,1
oGmwqx84R5K,5LwmjmYM,2025-01-07 10:04:33,2025-01-07 10:13:06,513,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,60.12.210.60,121.7941310,29.8906870,浙江省,宁波市,COMPUTER,Windows,Chrome,1280px*720px,1,0,1,1,12,1,2,4,2,1,3,4,4,4,2,2,3,4,4,4,5,4,4,4,4,5,4,4,4,3,3,3,3,4,4,4,4,3,4,3,3,4,4,4,3,3,4,4,4,3,4,3,3,4,4,4,4,4,3,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,4,4,3,4,3,3,4,3,12,12,33516.5,42149.4,34783.2,1
lAGYQqXv84R,8MZEx2re,2025-01-07 10:04:48,2025-01-07 10:12:18,450,1,6viY3m,消费者性格与AI视频广告研究真人组（主研究-Study2）,221.7.112.3,106.5485537,29.5549125,重庆市,市辖区,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,1,1,5,3,1,3,5,5,4,4,4,4,4,5,4,5,5,5,4,5,5,4,4,4,3,3,3,3,3,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,2,2,1,1,2,2,4,2,2,2,4,4,4,4,4,4,4,5,4,12,12,13279,8296,24194.8,1
lAGXNj1KNp9,27adv9NM,2025-01-07 17:37:46,2025-01-07 17:50:16,750,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,223.104.159.57,120.4861880,30.0636360,浙江省,绍兴市,COMPUTER,Windows,Chrome,1536px*864px,1,0,1,1,12,2,1,4,2,1,3,4,5,4,5,4,4,5,4,5,5,4,4,4,5,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5,4,4,5,4,4,5,4,4,5,4,4,5,2,1,2,2,2,1,2,1,2,2,2,5,2,2,1,4,5,4,4,4,5,4,5,4,12,12,170561.3,14365.5,31869.3,0
lAGvoGnVv99,0eyjEZBM,2025-01-07 16:39:03,2025-01-07 16:48:35,572,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,183.224.109.9,101.8536419,24.5652958,云南省,楚雄彝族自治州,COMPUTER,Windows,Chrome,1920px*1080px,1,0,1,1,12,2,2,4,2,1,3,5,5,4,1,2,5,5,5,5,5,5,5,4,5,5,4,4,5,4,4,3,3,3,3,5,4,5,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,4,3,2,3,3,3,1,2,2,2,3,3,4,3,4,3,5,4,5,5,4,5,4,5,4,12,12,43588.2,137743,23409.9,0
WQ2Y000Z5mb,qM6o9kJ7,2025-01-07 13:31:38,2025-01-07 13:44:55,797,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,120.235.6.38,110.2884560,21.6093370,广东省,湛江市,COMPUTER,Windows,Chrome,1368px*912px,1,0,1,1,12,2,1,4,2,1,3,5,5,4,4,4,5,5,4,4,5,4,4,5,5,4,4,2,2,3,4,4,3,1,2,4,4,4,2,3,4,5,3,4,4,4,5,4,2,4,4,3,2,4,4,4,5,4,4,4,5,4,5,2,1,1,2,4,4,4,4,4,5,3,4,4,2,3,2,2,3,1,12,12,65997.1,38316.6,49587.2,0
Xy43RPj1d3G,me3AzR97,2025-01-07 13:09:41,2025-01-07 13:22:01,740,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,112.7.100.146,119.3937540,36.8467940,山东省,潍坊市,COMPUTER,Windows,Chrome,1440px*900px,1,0,1,1,12,2,2,4,2,1,3,3,2,3,2,2,2,3,3,3,5,4,4,4,4,5,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,4,3,3,3,2,1,2,1,3,2,1,2,2,3,3,4,3,2,1,3,4,3,3,3,3,3,3,3,12,12,103290.7,86723,52660.5,0
Q1kzDnR4lPb,AM9xQ6ke,2025-01-07 12:49:20,2025-01-07 12:57:48,508,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,116.10.2.156,108.0608046,24.6957751,广西壮族自治区,河池市,COMPUTER,Windows,Chrome,1707px*960px,1,0,1,1,12,2,2,4,4,1,3,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,3,4,4,4,2,2,2,3,5,4,5,4,3,4,4,4,4,4,4,4,5,5,4,5,5,5,3,3,2,4,4,4,2,4,2,3,2,2,4,3,4,4,3,2,2,2,2,3,3,3,4,4,4,4,4,12,12,159974.1,51247.7,30699.8,0
oGmwkkJglvd,5M2oqnD7,2025-01-07 11:34:57,2025-01-07 11:43:56,539,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,111.27.170.16,126.5683473,43.8546728,吉林省,吉林市,COMPUTER,Windows,Chrome,1440px*900px,1,0,1,1,12,2,1,4,5,1,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,2,1,2,3,2,1,2,2,2,2,1,4,1,4,2,5,4,5,4,5,5,5,5,5,12,12,63688.9,68785,25559.6,0
NPXKj8NpmAb,z7lYQ64L,2025-01-07 10:36:21,2025-01-07 11:09:27,1986,1,jamQJn,消费者性格与AI视频广告研究动漫组（主研究-Study2）,183.46.64.113,113.3905210,23.0594130,广东省,广州市,COMPUTER,Windows,Chrome,1707px*1067px,1,0,1,1,12,2,1,4,2,1,3,2,3,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,5,5,4,4,2,2,1,2,2,2,1,3,2,2,4,3,2,2,2,4,5,4,4,4,4,3,4,4,12,12,5869.1,3447.9,29165.8,0
